sample	AMIKACIN	AMINOGLYCOSIDE	APRAMYCIN	AZITHROMYCIN	BETA-LACTAM	BLEOMYCIN	CEFTAROLINE	CEPHALOSPORIN	CHLORAMPHENICOL	CLARITHROMYCIN	CLINDAMYCIN	DAPTOMYCIN	ERYTHROMYCIN	FLORFENICOL	FOSFOMYCIN	FUSIDIC ACID	FUSIDIC_ACID	GENTAMICIN	KANAMYCIN	LINCOMYCIN	LINCOSAMIDE	LINEZOLID	METHICILLIN	MUPIROCIN	PRISTINAMYCIN	QUATERNARY AMMONIUM	QUINOLONE	RIFAMPIN	SPECTINOMYCIN	SPIRAMYCIN	STREPTOGRAMIN	STREPTOGRAMIN B	STREPTOMYCIN	STREPTOTHRICIN	SULFONAMIDE	TELITHROMYCIN	TETRACYCLINE	TOBRAMYCIN	TRIMETHOPRIM	TYLOSIN
SRR3728903	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731431	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730429	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730553	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730703	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730662	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731786	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728549	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731896	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730903	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728917	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728906	S	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731644	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728577	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730902	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731512	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728722	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731629	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
SRR3730905	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
SRR3728689	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728899	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730896	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728730	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728978	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3729336	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3730411	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728641	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729101	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728634	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729050	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728761	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730720	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728517	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729473	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729223	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728412	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728948	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731637	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728646	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729218	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729025	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729035	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730798	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728699	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730882	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729010	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731557	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731923	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3728747	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731433	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728760	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR3731865	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731726	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730914	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	R	S	S	R	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR3728551	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	R	S	S	R	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR3731891	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731335	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729229	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728521	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730536	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730570	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730403	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	S	S
SRR3731903	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731524	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3730508	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3728965	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3729171	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3731942	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3731674	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3729073	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731761	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728552	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729129	S	S	S	S	R	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731483	S	S	S	S	R	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729285	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731439	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728734	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730615	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728413	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728911	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728509	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730909	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	R	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	S
SRR3730875	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	R	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	S
SRR3731337	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	R
SRR3729102	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	R
SRR3729028	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	R
SRR3730740	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	R
SRR3731728	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728951	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730478	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729196	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729151	S	S	S	S	R	S	S	S	S	S	S	R	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731488	S	S	S	S	R	S	S	S	S	S	S	R	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730578	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728676	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728672	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3730643	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3729059	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3730778	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728680	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728759	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3729062	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3729271	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3731480	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3729072	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728973	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728999	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3729273	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3730852	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728798	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728776	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3731717	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3731469	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728537	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3729092	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3731515	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3730565	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3731795	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3729278	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3729431	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3731843	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR3728543	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730505	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728942	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728801	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730871	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728779	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730410	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730619	S	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	S	R
SRR3729376	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730488	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728750	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731774	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3730702	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3730728	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3731839	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
SRR3729036	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731826	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3730821	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731509	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731652	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729343	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728786	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728415	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728585	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728437	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729150	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	R	S
SRR3731450	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	R	S
SRR3731517	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	R	S
SRR3731496	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731902	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731649	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3728593	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3729300	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR3731341	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
