sample	AMIKACIN	AMINOGLYCOSIDE	APRAMYCIN	AZITHROMYCIN	BETA-LACTAM	BLEOMYCIN	CEFTAROLINE	CEPHALOSPORIN	CHLORAMPHENICOL	CLARITHROMYCIN	CLINDAMYCIN	DAPTOMYCIN	ERYTHROMYCIN	FLORFENICOL	FOSFOMYCIN	FUSIDIC ACID	FUSIDIC_ACID	GENTAMICIN	KANAMYCIN	LINCOMYCIN	LINCOSAMIDE	LINEZOLID	METHICILLIN	MUPIROCIN	PRISTINAMYCIN	QUATERNARY AMMONIUM	QUINOLONE	RIFAMPIN	SPECTINOMYCIN	SPIRAMYCIN	STREPTOGRAMIN	STREPTOGRAMIN B	STREPTOMYCIN	STREPTOTHRICIN	SULFONAMIDE	TELITHROMYCIN	TETRACYCLINE	TOBRAMYCIN	TRIMETHOPRIM	TYLOSIN
SRR23449435	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449436	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449437	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449438	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449439	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449440	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449441	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449443	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449444	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449445	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449446	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449448	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449449	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449450	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449451	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449456	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449458	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449465	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	R
SRR23449466	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	R
SRR23449467	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	R
SRR23449468	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449470	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449471	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449472	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449473	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449476	S	S	S	S	R	R	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	R	S	S
SRR23449477	S	S	S	S	R	R	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	R	S	S
SRR23449478	S	S	S	S	R	R	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	R	S	S
SRR23449479	S	S	S	S	R	R	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	R	S	S
SRR23449480	S	S	S	S	R	R	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	R	S	S
SRR23449481	S	S	S	S	R	R	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	R	S	S
SRR23449482	S	S	S	S	R	R	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	R	S	S
SRR23449483	S	S	S	S	R	R	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	R	S	S
SRR23449497	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449502	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449506	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449507	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449508	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449509	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449510	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449511	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449513	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449514	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449517	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449518	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449520	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449521	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449524	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	R	S	S	S	S	R	S	R	R	S	S	R	S	R	R	R	R	R	R	S	R	R
SRR23449525	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	R	S	S	S	S	R	S	R	R	S	S	R	S	R	R	R	R	R	R	S	R	R
SRR23449526	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	R	S	S	S	S	R	S	R	R	S	S	R	S	R	R	R	R	R	R	S	R	R
SRR23449527	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	R	S	S	S	S	R	S	R	R	S	S	R	S	R	R	R	R	R	R	S	R	R
SRR23449538	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449547	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449548	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449549	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449550	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449551	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449552	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449553	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449554	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449556	R	S	S	S	R	R	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	R	R	S
SRR23449557	R	S	S	S	R	R	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	R	R	S
SRR23449558	R	S	S	S	R	R	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	S	R	S	R	R	R	R	S
SRR23449559	R	S	S	S	R	R	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	R	R	S
SRR23449560	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449561	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449562	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449563	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	S	S
SRR23449564	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449565	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449566	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449567	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449568	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449569	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449570	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449572	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449575	R	S	S	S	R	R	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	R	R	S
SRR23449577	R	S	S	S	R	R	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	R	R	S
SRR23449578	R	S	S	S	R	R	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	R	R	S
SRR23449579	R	S	S	S	R	R	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	R	R	S
SRR23449580	R	S	S	S	R	R	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	R	R	S
SRR23449581	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449582	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449583	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449584	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	R	S	S	R	R	R	S	S	R	S	S	S
SRR23449587	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449588	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449589	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449590	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449591	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	S	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449592	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449593	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449594	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449595	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449596	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449598	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	R	S	S	S	R	S	R	R	R	S	R	R	S	R	S
SRR23449599	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	R	S
SRR23449600	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	R	R	S	S	R	S	S	S	S	R	S	S	S	S	R	S	S	S
SRR23449601	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	R	S
SRR23449602	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	R	S
SRR23449603	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	R	S
SRR23449604	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	R	S
SRR23449605	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	R	S
SRR23449606	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	R	S
SRR23449607	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449608	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449609	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449610	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449611	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449612	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449613	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449614	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449615	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449616	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449618	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449619	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449620	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449621	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449622	S	S	S	R	R	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23449623	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449624	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449625	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449626	R	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	R	R	S
SRR23449627	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	R	S	R	R	S	S	R	R	S	S	S
SRR23449629	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449630	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449631	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449632	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449633	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449634	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449635	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449636	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23449637	R	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	R	R	S
SRR23449640	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449641	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449642	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449643	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449644	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449645	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449646	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449647	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23449649	R	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	R	R	S
SRR23449650	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449651	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449652	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449653	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449655	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449656	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449657	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449658	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449659	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449660	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449661	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449663	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23449664	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
